Search ID,Booking Date, HotelCode, Age, Gender, Number of Rooms, Check in date, Check Out Date, Seen Price, isClicked, isBooked, Segment
3246, 2013-04-09 09:06:45,419,20,male,1,4/18/2013,4/21/2013,70100,TRUE,FALSE,couple
3247, 2013-04-09 09:06:45,919,20,male,1,4/18/2013,4/21/2013,19000,FALSE,FALSE,couple
3248, 2013-04-09 09:06:45,934,20,male,1,4/18/2013,4/21/2013,18600,FALSE,FALSE,couple
3249, 2013-04-09 09:06:45,10,20,male,1,4/18/2013,4/21/2013,22300,TRUE,TRUE,couple
3250, 2013-04-09 09:06:45,663,20,male,1,4/18/2013,4/21/2013,16800,FALSE,FALSE,couple
3251, 2013-04-09 09:06:45,647,20,male,1,4/18/2013,4/21/2013,20300,TRUE,FALSE,couple
3252, 2013-04-09 09:06:45,913,20,male,1,4/18/2013,4/21/2013,14000,TRUE,FALSE,couple
3253, 2013-04-09 09:06:45,497,20,male,1,4/18/2013,4/21/2013,17600,FALSE,FALSE,couple
3254, 2013-04-09 09:06:45,956,20,male,1,4/18/2013,4/21/2013,38700,TRUE,FALSE,couple
3255, 2013-02-02 17:49:30,263,24,male,1,2/2/2013,2/3/2013,4300,FALSE,FALSE,backpacker
3256, 2013-02-02 17:49:30,508,24,male,1,2/2/2013,2/3/2013,4200,FALSE,FALSE,backpacker
3257, 2013-02-02 17:49:30,503,24,male,1,2/2/2013,2/3/2013,8900,TRUE,FALSE,backpacker
3258, 2013-01-28 17:19:32,235,74,male,1,4/18/2013,4/23/2013,29300,FALSE,FALSE,family
3259, 2013-01-28 17:19:32,670,74,male,1,4/18/2013,4/23/2013,10000,TRUE,FALSE,family
3260, 2013-01-28 17:19:32,177,74,male,1,4/18/2013,4/23/2013,28100,TRUE,FALSE,family
3261, 2013-01-28 17:19:32,158,74,male,1,4/18/2013,4/23/2013,39100,TRUE,FALSE,family
3262, 2013-01-28 17:19:32,953,74,male,1,4/18/2013,4/23/2013,23700,FALSE,FALSE,family
3263, 2013-01-28 17:19:32,551,74,male,1,4/18/2013,4/23/2013,52400,FALSE,FALSE,family
3264, 2013-01-28 17:19:32,1,74,male,1,4/18/2013,4/23/2013,26500,TRUE,FALSE,family
3265, 2013-01-28 17:19:32,784,74,male,1,4/18/2013,4/23/2013,32700,TRUE,FALSE,family
3266, 2013-01-28 17:19:32,568,74,male,1,4/18/2013,4/23/2013,31200,FALSE,FALSE,family
3267, 2013-01-28 17:19:32,417,74,male,1,4/18/2013,4/23/2013,22900,TRUE,FALSE,family
3268, 2013-01-28 17:19:32,104,74,male,1,4/18/2013,4/23/2013,20600,TRUE,FALSE,family
3269, 2013-01-28 17:19:32,853,74,male,1,4/18/2013,4/23/2013,44000,FALSE,FALSE,family
3270, 2013-01-28 17:19:32,736,74,male,1,4/18/2013,4/23/2013,22500,TRUE,FALSE,family
3271, 2013-01-28 17:19:32,970,74,male,1,4/18/2013,4/23/2013,15300,FALSE,FALSE,family
3272, 2013-01-28 17:19:32,949,74,male,1,4/18/2013,4/23/2013,21700,FALSE,FALSE,family
3273, 2013-01-28 17:19:32,823,74,male,1,4/18/2013,4/23/2013,16100,FALSE,FALSE,family
3274, 2013-01-28 17:19:32,5,74,male,1,4/18/2013,4/23/2013,24600,TRUE,FALSE,family
3275, 2013-01-28 17:19:32,379,74,male,1,4/18/2013,4/23/2013,30800,FALSE,FALSE,family
3276, 2013-01-28 17:19:32,566,74,male,1,4/18/2013,4/23/2013,13600,FALSE,FALSE,family
3277, 2013-04-13 17:45:12,102,30,male,1,6/3/2013,6/4/2013,11300,TRUE,FALSE,family
3278, 2013-04-13 17:45:12,501,30,male,1,6/3/2013,6/4/2013,11700,TRUE,FALSE,family
3279, 2013-04-13 17:45:12,145,30,male,1,6/3/2013,6/4/2013,17000,TRUE,FALSE,family
3280, 2013-04-13 17:45:12,105,30,male,1,6/3/2013,6/4/2013,10300,FALSE,FALSE,family
3281, 2013-04-13 17:45:12,359,30,male,1,6/3/2013,6/4/2013,12600,FALSE,FALSE,family
3282, 2013-04-13 17:45:12,675,30,male,1,6/3/2013,6/4/2013,11100,TRUE,FALSE,family
3283, 2013-04-13 17:45:12,694,30,male,1,6/3/2013,6/4/2013,11900,TRUE,FALSE,family
3284, 2013-04-13 17:45:12,193,30,male,1,6/3/2013,6/4/2013,13700,FALSE,FALSE,family
3285, 2013-04-13 17:45:12,9,30,male,1,6/3/2013,6/4/2013,11600,TRUE,FALSE,family
3286, 2013-04-13 17:45:12,154,30,male,1,6/3/2013,6/4/2013,13400,FALSE,FALSE,family
3287, 2013-04-13 17:45:12,42,30,male,1,6/3/2013,6/4/2013,14100,FALSE,FALSE,family
3288, 2013-04-13 17:45:12,611,30,male,1,6/3/2013,6/4/2013,8200,TRUE,TRUE,family
3289, 2013-04-13 17:45:12,583,30,male,1,6/3/2013,6/4/2013,11000,FALSE,FALSE,family
3290, 2013-04-13 17:45:12,514,30,male,1,6/3/2013,6/4/2013,10700,FALSE,FALSE,family
3291, 2013-04-13 17:45:12,399,30,male,1,6/3/2013,6/4/2013,11000,TRUE,FALSE,family
3292, 2013-04-13 17:45:12,772,30,male,1,6/3/2013,6/4/2013,14700,FALSE,FALSE,family
3293, 2013-04-13 17:45:12,684,30,male,1,6/3/2013,6/4/2013,22500,FALSE,FALSE,family
3294, 2013-04-13 17:45:12,312,30,male,1,6/3/2013,6/4/2013,12400,FALSE,FALSE,family
3295, 2013-04-13 17:45:12,168,30,male,1,6/3/2013,6/4/2013,12500,TRUE,FALSE,family
3296, 2013-04-13 17:45:12,556,30,male,1,6/3/2013,6/4/2013,9100,TRUE,FALSE,family
3297, 2013-04-13 17:45:12,505,30,male,1,6/3/2013,6/4/2013,11800,TRUE,FALSE,family
3298, 2013-04-13 17:45:12,495,30,male,1,6/3/2013,6/4/2013,11900,FALSE,FALSE,family
3299, 2013-05-06 19:23:12,872,23,male,1,5/25/2013,5/26/2013,11100,TRUE,FALSE,couple
3300, 2013-05-06 19:23:12,688,23,male,1,5/25/2013,5/26/2013,15800,FALSE,FALSE,couple
3301, 2013-05-06 19:23:12,569,23,male,1,5/25/2013,5/26/2013,10400,FALSE,FALSE,couple
3302, 2013-04-30 14:49:46,401,29,female,1,5/1/2013,5/3/2013,9700,TRUE,FALSE,couple
3303, 2013-04-30 14:49:46,197,29,female,1,5/1/2013,5/3/2013,13700,FALSE,FALSE,couple
3304, 2012-12-05 17:32:49,746,34,female,1,6/6/2013,6/7/2013,12800,TRUE,TRUE,couple
3305, 2012-12-05 17:32:49,654,34,female,1,6/6/2013,6/7/2013,6200,TRUE,FALSE,couple
3306, 2012-12-05 17:32:49,191,34,female,1,6/6/2013,6/7/2013,10600,FALSE,FALSE,couple
3307, 2012-12-05 17:32:49,602,34,female,1,6/6/2013,6/7/2013,9600,TRUE,FALSE,couple
3308, 2012-12-05 17:32:49,996,34,female,1,6/6/2013,6/7/2013,14200,TRUE,FALSE,couple
3309, 2012-12-05 17:32:49,270,34,female,1,6/6/2013,6/7/2013,10100,TRUE,FALSE,couple
3310, 2012-12-05 17:32:49,738,34,female,1,6/6/2013,6/7/2013,5100,TRUE,FALSE,couple
3311, 2013-01-01 20:12:48,411,35,male,1,1/1/2013,1/2/2013,16300,TRUE,FALSE,couple
3312, 2013-01-01 20:12:48,35,35,male,1,1/1/2013,1/2/2013,19100,FALSE,FALSE,couple
3313, 2013-01-01 20:12:48,144,35,male,1,1/1/2013,1/2/2013,17500,TRUE,FALSE,couple
3314, 2013-01-01 20:12:48,212,35,male,1,1/1/2013,1/2/2013,23800,FALSE,FALSE,couple
3315, 2013-01-01 20:12:48,962,35,male,1,1/1/2013,1/2/2013,20700,TRUE,FALSE,couple
3316, 2013-01-01 20:12:48,678,35,male,1,1/1/2013,1/2/2013,16600,TRUE,FALSE,couple
3317, 2013-01-01 20:12:48,523,35,male,1,1/1/2013,1/2/2013,26700,FALSE,FALSE,couple
3318, 2013-01-01 20:12:48,742,35,male,1,1/1/2013,1/2/2013,22800,TRUE,FALSE,couple
3319, 2013-01-01 20:12:48,164,35,male,1,1/1/2013,1/2/2013,14300,FALSE,FALSE,couple
3320, 2012-12-25 10:48:26,451,54,male,1,12/26/2012,12/28/2012,5700,FALSE,FALSE,family
3321, 2012-12-25 10:48:26,369,54,male,1,12/26/2012,12/28/2012,1600,TRUE,FALSE,family
3322, 2012-12-25 10:48:26,629,54,male,1,12/26/2012,12/28/2012,4400,FALSE,FALSE,family
3323, 2012-12-25 10:48:26,526,54,male,1,12/26/2012,12/28/2012,8400,TRUE,FALSE,family
3324, 2012-12-25 10:48:26,893,54,male,1,12/26/2012,12/28/2012,8700,FALSE,FALSE,family
3325, 2012-12-25 10:48:26,20,54,male,1,12/26/2012,12/28/2012,9300,FALSE,FALSE,family
3326, 2012-12-25 10:48:26,659,54,male,1,12/26/2012,12/28/2012,6300,TRUE,FALSE,family
3327, 2012-12-25 10:48:26,775,54,male,1,12/26/2012,12/28/2012,7900,TRUE,FALSE,family
3328, 2012-12-25 10:48:26,902,54,male,1,12/26/2012,12/28/2012,5900,FALSE,FALSE,family
3329, 2012-12-25 10:48:26,172,54,male,1,12/26/2012,12/28/2012,2200,FALSE,FALSE,family
3330, 2012-12-25 10:48:26,494,54,male,1,12/26/2012,12/28/2012,7400,TRUE,FALSE,family
3331, 2012-12-25 10:48:26,8,54,male,1,12/26/2012,12/28/2012,6600,TRUE,FALSE,family
3332, 2012-12-29 05:37:26,698,19,female,1,1/11/2013,1/14/2013,4100,TRUE,FALSE,backpacker
3333, 2012-12-29 05:37:26,411,19,female,1,1/11/2013,1/14/2013,12000,FALSE,FALSE,backpacker
3334, 2012-12-29 05:37:26,785,19,female,1,1/11/2013,1/14/2013,13500,FALSE,TRUE,backpacker
3335, 2012-12-29 05:37:26,751,19,female,1,1/11/2013,1/14/2013,11900,TRUE,FALSE,backpacker
3336, 2012-12-29 05:37:26,872,19,female,1,1/11/2013,1/14/2013,14700,FALSE,FALSE,backpacker
3337, 2012-12-29 05:37:26,375,19,female,1,1/11/2013,1/14/2013,11800,TRUE,FALSE,backpacker
3338, 2012-12-29 05:37:26,238,19,female,1,1/11/2013,1/14/2013,5400,TRUE,FALSE,backpacker
3339, 2012-12-29 05:37:26,688,19,female,1,1/11/2013,1/14/2013,17900,TRUE,FALSE,backpacker
3340, 2012-12-29 05:37:26,569,19,female,1,1/11/2013,1/14/2013,10800,TRUE,FALSE,backpacker
3341, 2012-12-29 05:37:26,438,19,female,1,1/11/2013,1/14/2013,8000,TRUE,FALSE,backpacker
3342, 2013-01-02 08:07:48,339,47,female,2,1/2/2013,1/3/2013,3700,TRUE,FALSE,family
3343, 2013-01-02 08:07:48,262,47,female,2,1/2/2013,1/3/2013,5900,FALSE,TRUE,family
3344, 2013-01-02 08:07:48,322,47,female,2,1/2/2013,1/3/2013,7900,FALSE,FALSE,family
3345, 2013-01-02 08:07:48,416,47,female,2,1/2/2013,1/3/2013,7400,TRUE,FALSE,family
3346, 2013-01-02 08:07:48,208,47,female,2,1/2/2013,1/3/2013,11000,TRUE,FALSE,family
3347, 2013-01-02 08:07:48,918,47,female,2,1/2/2013,1/3/2013,8600,FALSE,FALSE,family
3348, 2013-01-02 08:07:48,763,47,female,2,1/2/2013,1/3/2013,7100,TRUE,FALSE,family
3349, 2013-01-02 08:07:48,272,47,female,2,1/2/2013,1/3/2013,6200,FALSE,FALSE,family
3350, 2013-05-14 09:01:02,102,51,male,1,2/27/2014,3/10/2014,16000,TRUE,FALSE,family
3351, 2013-05-14 09:01:02,293,51,male,1,2/27/2014,3/10/2014,18000,FALSE,FALSE,family
3352, 2013-05-14 09:01:02,697,51,male,1,2/27/2014,3/10/2014,17500,TRUE,FALSE,family
3353, 2013-05-14 09:01:02,836,51,male,1,2/27/2014,3/10/2014,16300,FALSE,FALSE,family
3354, 2013-05-14 09:01:02,433,51,male,1,2/27/2014,3/10/2014,22100,TRUE,FALSE,family
3355, 2013-05-14 09:01:02,664,51,male,1,2/27/2014,3/10/2014,18400,TRUE,FALSE,family
3356, 2013-05-14 09:01:02,42,51,male,1,2/27/2014,3/10/2014,17100,FALSE,TRUE,family
3357, 2013-05-14 09:01:02,611,51,male,1,2/27/2014,3/10/2014,12000,TRUE,FALSE,family
3358, 2013-05-14 09:01:02,762,51,male,1,2/27/2014,3/10/2014,9300,FALSE,FALSE,family
3359, 2013-05-14 09:01:02,524,51,male,1,2/27/2014,3/10/2014,24100,TRUE,FALSE,family
3360, 2013-05-14 09:01:02,914,51,male,1,2/27/2014,3/10/2014,11000,FALSE,FALSE,family
3361, 2013-05-14 09:01:02,612,51,male,1,2/27/2014,3/10/2014,28700,FALSE,FALSE,family
3362, 2013-05-14 09:01:02,583,51,male,1,2/27/2014,3/10/2014,9300,TRUE,FALSE,family
3363, 2013-05-14 09:01:02,37,51,male,1,2/27/2014,3/10/2014,33900,FALSE,FALSE,family
3364, 2013-05-14 09:01:02,772,51,male,1,2/27/2014,3/10/2014,11600,TRUE,FALSE,family
3365, 2013-05-14 09:01:02,684,51,male,1,2/27/2014,3/10/2014,19700,TRUE,FALSE,family
3366, 2013-05-14 09:01:02,316,51,male,1,2/27/2014,3/10/2014,9400,FALSE,FALSE,family
3367, 2013-05-14 09:01:02,75,51,male,1,2/27/2014,3/10/2014,30100,TRUE,FALSE,family
3368, 2013-04-14 17:32:00,600,27,male,1,4/22/2013,4/23/2013,12500,TRUE,FALSE,backpacker
3369, 2013-04-14 17:32:00,693,27,male,1,4/22/2013,4/23/2013,9600,FALSE,FALSE,backpacker
3370, 2013-04-14 17:32:00,860,27,male,1,4/22/2013,4/23/2013,8600,FALSE,FALSE,backpacker
3371, 2013-04-14 17:32:00,848,27,male,1,4/22/2013,4/23/2013,8200,TRUE,FALSE,backpacker
3372, 2013-04-14 17:32:00,906,27,male,1,4/22/2013,4/23/2013,8800,FALSE,FALSE,backpacker
3373, 2013-04-14 17:32:00,898,27,male,1,4/22/2013,4/23/2013,9400,TRUE,FALSE,backpacker
3374, 2013-04-14 17:32:00,622,27,male,1,4/22/2013,4/23/2013,11900,FALSE,FALSE,backpacker
3375, 2013-02-19 07:05:33,889,46,male,1,2/25/2013,2/28/2013,4200,FALSE,FALSE,couple
3376, 2013-02-19 07:05:33,8,46,male,1,2/25/2013,2/28/2013,6200,TRUE,FALSE,couple
3377, 2013-02-13 20:45:54,44,32,female,1,5/10/2013,5/13/2013,14400,FALSE,FALSE,couple
3378, 2013-02-13 20:45:54,239,32,female,1,5/10/2013,5/13/2013,10300,FALSE,FALSE,couple
3379, 2013-02-13 20:45:54,588,32,female,1,5/10/2013,5/13/2013,13900,TRUE,FALSE,couple
3380, 2013-02-13 20:45:54,23,32,female,1,5/10/2013,5/13/2013,12300,FALSE,FALSE,couple
3381, 2013-02-13 20:45:54,69,32,female,1,5/10/2013,5/13/2013,13200,FALSE,FALSE,couple
3382, 2013-02-13 20:45:54,506,32,female,1,5/10/2013,5/13/2013,13200,FALSE,FALSE,couple
3383, 2013-02-12 17:38:28,692,18,female,1,2/26/2013,3/1/2013,72900,FALSE,FALSE,backpacker
3384, 2013-02-12 17:38:28,235,18,female,1,2/26/2013,3/1/2013,39700,TRUE,FALSE,backpacker
3385, 2013-02-12 17:38:28,614,18,female,1,2/26/2013,3/1/2013,24200,TRUE,FALSE,backpacker
3386, 2013-02-12 17:38:28,674,18,female,1,2/26/2013,3/1/2013,40900,TRUE,FALSE,backpacker
3387, 2013-02-12 17:38:28,342,18,female,1,2/26/2013,3/1/2013,20500,FALSE,FALSE,backpacker
3388, 2013-02-12 17:38:28,281,18,female,1,2/26/2013,3/1/2013,22500,FALSE,FALSE,backpacker
3389, 2013-02-12 17:38:28,953,18,female,1,2/26/2013,3/1/2013,23200,TRUE,FALSE,backpacker
3390, 2013-02-12 17:38:28,551,18,female,1,2/26/2013,3/1/2013,55300,FALSE,FALSE,backpacker
3391, 2013-02-12 17:38:28,686,18,female,1,2/26/2013,3/1/2013,26400,TRUE,FALSE,backpacker
3392, 2013-02-12 17:38:28,669,18,female,1,2/26/2013,3/1/2013,20900,TRUE,FALSE,backpacker
3393, 2013-02-12 17:38:28,429,18,female,1,2/26/2013,3/1/2013,13000,TRUE,FALSE,backpacker
3394, 2013-02-12 17:38:28,104,18,female,1,2/26/2013,3/1/2013,28200,TRUE,FALSE,backpacker
3395, 2013-02-12 17:38:28,736,18,female,1,2/26/2013,3/1/2013,27300,TRUE,FALSE,backpacker
3396, 2013-02-12 17:38:28,603,18,female,1,2/26/2013,3/1/2013,16300,FALSE,FALSE,backpacker
3397, 2013-02-12 17:38:28,823,18,female,1,2/26/2013,3/1/2013,19300,TRUE,FALSE,backpacker
3398, 2013-03-17 22:04:20,974,43,male,1,4/2/2013,4/3/2013,20800,TRUE,FALSE,family
3399, 2013-03-17 22:04:20,532,43,male,1,4/2/2013,4/3/2013,17400,FALSE,FALSE,family
3400, 2013-03-17 22:04:20,251,43,male,1,4/2/2013,4/3/2013,14800,TRUE,FALSE,family
3401, 2013-03-17 22:04:20,296,43,male,1,4/2/2013,4/3/2013,8500,FALSE,FALSE,family
3402, 2013-03-17 22:04:20,824,43,male,1,4/2/2013,4/3/2013,12200,FALSE,FALSE,family
3403, 2013-03-17 22:04:20,108,43,male,1,4/2/2013,4/3/2013,10400,FALSE,FALSE,family
3404, 2013-03-17 22:04:20,437,43,male,1,4/2/2013,4/3/2013,18500,TRUE,FALSE,family
3405, 2013-03-17 22:04:20,176,43,male,1,4/2/2013,4/3/2013,22400,TRUE,FALSE,family
3406, 2013-03-17 22:04:20,575,43,male,1,4/2/2013,4/3/2013,19400,TRUE,FALSE,family
3407, 2013-03-17 22:04:20,961,43,male,1,4/2/2013,4/3/2013,19600,TRUE,FALSE,family
3408, 2013-03-17 22:04:20,147,43,male,1,4/2/2013,4/3/2013,16900,TRUE,FALSE,family
3409, 2013-03-17 22:04:20,53,43,male,1,4/2/2013,4/3/2013,20400,TRUE,FALSE,family
3410, 2013-03-17 22:04:20,966,43,male,1,4/2/2013,4/3/2013,15000,TRUE,FALSE,family
3411, 2013-03-17 22:04:20,527,43,male,1,4/2/2013,4/3/2013,19300,TRUE,FALSE,family
3412, 2013-03-17 22:04:20,415,43,male,1,4/2/2013,4/3/2013,19400,TRUE,FALSE,family
3413, 2013-03-17 22:04:20,695,43,male,1,4/2/2013,4/3/2013,18300,TRUE,TRUE,family
3414, 2013-03-25 18:36:56,716,75,female,1,3/28/2013,3/30/2013,5400,TRUE,FALSE,family
3415, 2013-03-25 18:36:56,988,75,female,1,3/28/2013,3/30/2013,9600,TRUE,FALSE,family
3416, 2013-02-06 15:08:01,348,24,female,1,6/4/2013,6/6/2013,10200,TRUE,TRUE,couple
3417, 2013-02-06 15:08:01,127,24,female,1,6/4/2013,6/6/2013,7400,FALSE,FALSE,couple
3418, 2013-02-06 15:08:01,34,24,female,1,6/4/2013,6/6/2013,15200,TRUE,FALSE,couple
3419, 2013-02-06 15:08:01,350,24,female,1,6/4/2013,6/6/2013,6700,TRUE,FALSE,couple
3420, 2013-02-06 15:08:01,491,24,female,1,6/4/2013,6/6/2013,12300,TRUE,FALSE,couple
3421, 2013-02-06 15:08:01,141,24,female,1,6/4/2013,6/6/2013,9400,TRUE,FALSE,couple
3422, 2013-02-06 15:08:01,789,24,female,1,6/4/2013,6/6/2013,10100,FALSE,FALSE,couple
3423, 2013-02-06 15:08:01,858,24,female,1,6/4/2013,6/6/2013,8300,TRUE,FALSE,couple
3424, 2012-12-08 01:27:21,662,22,male,1,12/19/2012,12/20/2012,11400,TRUE,FALSE,backpacker
3425, 2013-02-06 21:29:23,802,66,female,1,2/7/2013,2/8/2013,7300,FALSE,FALSE,family
3426, 2013-02-06 21:29:23,743,66,female,1,2/7/2013,2/8/2013,6700,FALSE,FALSE,family
3427, 2013-02-06 21:29:23,874,66,female,1,2/7/2013,2/8/2013,7000,FALSE,FALSE,family
3428, 2013-02-06 21:29:23,156,66,female,1,2/7/2013,2/8/2013,6500,TRUE,FALSE,family
3429, 2013-06-03 11:18:06,13,21,male,1,6/22/2013,6/23/2013,18500,TRUE,FALSE,backpacker
3430, 2013-06-03 11:18:06,805,21,male,1,6/22/2013,6/23/2013,12700,TRUE,FALSE,backpacker
3431, 2013-06-03 11:18:06,989,21,male,1,6/22/2013,6/23/2013,18100,FALSE,FALSE,backpacker
3432, 2013-06-03 11:18:06,437,21,male,1,6/22/2013,6/23/2013,13700,TRUE,FALSE,backpacker
3433, 2013-06-03 11:18:06,323,21,male,1,6/22/2013,6/23/2013,20200,TRUE,FALSE,backpacker
3434, 2013-06-03 11:18:06,936,21,male,1,6/22/2013,6/23/2013,20500,FALSE,FALSE,backpacker
3435, 2013-06-03 11:18:06,876,21,male,1,6/22/2013,6/23/2013,22100,TRUE,FALSE,backpacker
3436, 2013-06-03 11:18:06,813,21,male,1,6/22/2013,6/23/2013,17800,TRUE,FALSE,backpacker
3437, 2013-06-03 11:18:06,867,21,male,1,6/22/2013,6/23/2013,19200,TRUE,FALSE,backpacker
3438, 2013-06-03 11:18:06,279,21,male,1,6/22/2013,6/23/2013,26200,TRUE,FALSE,backpacker
3439, 2013-06-03 11:18:06,62,21,male,1,6/22/2013,6/23/2013,20700,FALSE,FALSE,backpacker
3440, 2013-06-03 11:18:06,543,21,male,1,6/22/2013,6/23/2013,14800,TRUE,FALSE,backpacker
3441, 2013-06-03 11:18:06,877,21,male,1,6/22/2013,6/23/2013,19800,TRUE,FALSE,backpacker
3442, 2013-06-03 11:18:06,374,21,male,1,6/22/2013,6/23/2013,27100,FALSE,FALSE,backpacker
3443, 2013-06-03 11:18:06,747,21,male,1,6/22/2013,6/23/2013,12900,TRUE,FALSE,backpacker
3444, 2013-06-03 11:18:06,291,21,male,1,6/22/2013,6/23/2013,13900,TRUE,FALSE,backpacker
3445, 2013-06-03 11:18:06,159,21,male,1,6/22/2013,6/23/2013,14200,TRUE,FALSE,backpacker
3446, 2013-06-03 11:18:06,47,21,male,1,6/22/2013,6/23/2013,18500,FALSE,FALSE,backpacker
3447, 2012-11-24 09:53:32,931,35,male,1,11/24/2012,11/25/2012,11500,TRUE,FALSE,couple
3448, 2012-11-24 09:53:32,64,35,male,1,11/24/2012,11/25/2012,14400,TRUE,FALSE,couple
3449, 2012-11-24 09:53:32,346,35,male,1,11/24/2012,11/25/2012,16000,TRUE,FALSE,couple
3450, 2012-11-24 09:53:32,838,35,male,1,11/24/2012,11/25/2012,15900,TRUE,FALSE,couple
3451, 2012-11-24 09:53:32,101,35,male,1,11/24/2012,11/25/2012,15600,TRUE,FALSE,couple
3452, 2012-11-24 09:53:32,67,35,male,1,11/24/2012,11/25/2012,14600,TRUE,FALSE,couple
3453, 2012-11-24 09:53:32,450,35,male,1,11/24/2012,11/25/2012,17200,FALSE,FALSE,couple
3454, 2012-11-24 09:53:32,617,35,male,1,11/24/2012,11/25/2012,12800,TRUE,FALSE,couple
3455, 2012-11-24 09:53:32,88,35,male,1,11/24/2012,11/25/2012,18900,TRUE,FALSE,couple
3456, 2012-11-24 09:53:32,195,35,male,1,11/24/2012,11/25/2012,35900,TRUE,FALSE,couple
3457, 2012-11-24 09:53:32,892,35,male,1,11/24/2012,11/25/2012,15800,FALSE,FALSE,couple
3458, 2012-11-27 18:21:51,237,45,male,1,12/30/2012,1/1/2013,12200,TRUE,FALSE,couple
3459, 2012-11-27 18:21:51,163,45,male,1,12/30/2012,1/1/2013,8100,TRUE,FALSE,couple
3460, 2012-11-27 18:21:51,696,45,male,1,12/30/2012,1/1/2013,8400,TRUE,FALSE,couple
3461, 2012-11-27 18:21:51,0,45,male,1,12/30/2012,1/1/2013,17000,FALSE,FALSE,couple
3462, 2012-11-27 18:21:51,478,45,male,1,12/30/2012,1/1/2013,9500,TRUE,FALSE,couple
3463, 2012-11-27 18:21:51,432,45,male,1,12/30/2012,1/1/2013,11600,TRUE,FALSE,couple
3464, 2012-11-27 18:21:51,43,45,male,1,12/30/2012,1/1/2013,10300,FALSE,FALSE,couple
3465, 2012-11-27 18:21:51,413,45,male,1,12/30/2012,1/1/2013,7800,FALSE,FALSE,couple
3466, 2012-11-27 18:21:51,152,45,male,1,12/30/2012,1/1/2013,10400,TRUE,FALSE,couple
3467, 2012-11-27 18:21:51,657,45,male,1,12/30/2012,1/1/2013,12100,FALSE,FALSE,couple
3468, 2012-11-27 18:21:51,590,45,male,1,12/30/2012,1/1/2013,13800,TRUE,TRUE,couple
3469, 2012-11-27 18:21:51,676,45,male,1,12/30/2012,1/1/2013,18700,TRUE,FALSE,couple
3470, 2013-06-27 14:49:05,729,30,male,1,4/10/2014,4/14/2014,11300,TRUE,FALSE,couple
3471, 2013-06-27 14:49:05,488,30,male,1,4/10/2014,4/14/2014,12400,FALSE,FALSE,couple
3472, 2013-06-27 14:49:05,799,30,male,1,4/10/2014,4/14/2014,10000,FALSE,FALSE,couple
3473, 2013-06-27 14:49:05,822,30,male,1,4/10/2014,4/14/2014,13500,FALSE,FALSE,couple
3474, 2013-06-27 14:49:05,725,30,male,1,4/10/2014,4/14/2014,7900,FALSE,FALSE,couple
3475, 2013-06-27 14:49:05,292,30,male,1,4/10/2014,4/14/2014,10500,TRUE,FALSE,couple
3476, 2013-06-27 14:49:05,460,30,male,1,4/10/2014,4/14/2014,16400,FALSE,FALSE,couple
3477, 2013-06-27 14:49:05,391,30,male,1,4/10/2014,4/14/2014,20400,FALSE,FALSE,couple
3478, 2013-06-27 14:49:05,46,30,male,1,4/10/2014,4/14/2014,16500,FALSE,FALSE,couple
3479, 2013-06-27 14:49:05,330,30,male,1,4/10/2014,4/14/2014,13500,FALSE,FALSE,couple
3480, 2013-06-27 14:49:05,744,30,male,1,4/10/2014,4/14/2014,12100,TRUE,FALSE,couple
3481, 2013-06-27 14:49:05,618,30,male,1,4/10/2014,4/14/2014,22700,FALSE,FALSE,couple
3482, 2013-06-27 14:49:05,539,30,male,1,4/10/2014,4/14/2014,7700,TRUE,FALSE,couple
3483, 2013-06-27 14:49:05,613,30,male,1,4/10/2014,4/14/2014,17000,FALSE,FALSE,couple
3484, 2013-06-27 14:49:05,852,30,male,1,4/10/2014,4/14/2014,10400,TRUE,FALSE,couple
3485, 2013-06-27 14:49:05,731,30,male,1,4/10/2014,4/14/2014,10600,FALSE,FALSE,couple
3486, 2013-03-05 19:04:28,293,32,male,1,3/16/2013,3/21/2013,18400,TRUE,FALSE,couple
3487, 2013-03-05 19:04:28,145,32,male,1,3/16/2013,3/21/2013,15600,FALSE,FALSE,couple
3488, 2013-03-05 19:04:28,697,32,male,1,3/16/2013,3/21/2013,24100,TRUE,FALSE,couple
3489, 2013-03-05 19:04:28,461,32,male,1,3/16/2013,3/21/2013,16500,TRUE,FALSE,couple
3490, 2013-03-05 19:04:28,439,32,male,1,3/16/2013,3/21/2013,30500,TRUE,FALSE,couple
3491, 2013-03-05 19:04:28,836,32,male,1,3/16/2013,3/21/2013,22500,TRUE,FALSE,couple
3492, 2013-03-05 19:04:28,433,32,male,1,3/16/2013,3/21/2013,26500,FALSE,FALSE,couple
3493, 2013-03-05 19:04:28,664,32,male,1,3/16/2013,3/21/2013,19000,FALSE,FALSE,couple
3494, 2013-03-05 19:04:28,193,32,male,1,3/16/2013,3/21/2013,14600,FALSE,FALSE,couple
3495, 2013-03-05 19:04:28,42,32,male,1,3/16/2013,3/21/2013,11700,FALSE,FALSE,couple
3496, 2013-03-05 19:04:28,524,32,male,1,3/16/2013,3/21/2013,25300,TRUE,FALSE,couple
3497, 2013-03-05 19:04:28,612,32,male,1,3/16/2013,3/21/2013,30100,FALSE,TRUE,couple
3498, 2013-03-05 19:04:28,399,32,male,1,3/16/2013,3/21/2013,10800,FALSE,FALSE,couple
